"Id","Predicted"
3832,214167.435760514
3310,286419.932999741
1872,169697.510399154
5131,264270.941634185
146,294247.286619006
1846,218308.820302503
3812,50190.6860153605
2550,106480.909329925
2381,158141.622774048
4558,194016.320739188
257,142517.955054152
181,126983.226961385
2597,119119.358780402
2274,117752.952412482
2895,195964.537757138
5588,378383.85080316
4630,199310.201907725
5891,314642.309817033
3078,400124.988106857
590,158369.072736313
4635,201622.999366289
5593,388730.45269137
5538,338072.008975386
862,155951.534097925
3693,181759.150123712
4275,282311.438218763
5350,249486.369827661
3530,132084.899522558
3274,130638.082752042
1820,163955.056695799
2124,155865.97380755
3013,269988.133697011
4938,239403.514189155
5334,413400.935028631
3279,268193.577388703
481,40226.1436615303
183,156776.39315298
3714,452262.577425508
4243,91910.7771966014
2978,220586.501598403
2575,111869.529937825
3477,127591.441568672
4842,65354.2907177202
5293,540332.456495203
4636,200078.171500954
2220,47879.7542758361
2675,257979.247944377
107,227835.416969166
1819,193694.079752556
1394,220805.506443031
3676,57873.0203046373
1827,375570.146487263
3375,140053.783050974
588,131844.590931932
1015,265436.607458455
1836,377751.28680407
225,168186.721976845
1334,104002.494570919
4980,199310.201907725
1969,214535.156027139
2429,148788.441813704
1300,106430.19067385
5030,58806.3368601592
1951,224265.540584187
4781,153562.279646861
3182,124634.611980605
4499,245285.554238201
1954,179347.113524716
2001,174327.834545221
3678,143875.255810849
2786,210638.02068977
3972,253907.874588088
3559,139516.207932244
4947,256264.216078668
1641,137984.584510514
2784,190627.455093267
3946,208478.93138776
3737,204587.89947355
4988,275945.027543871
5783,362551.44625149
1004,183809.373813275
2504,199832.910566078
2157,212074.244498237
2574,115364.784319974
5871,395290.575158367
5034,208903.81718731
5839,227979.163008598
171,228188.093796224
289,69025.6258410448
3625,126127.852778097
585,241544.712213211
3508,233496.321157243
5250,274309.960484425
3428,131577.911749744
4492,95073.8367766805
4527,105224.34668298
5419,208179.513551576
1496,160772.630677496
4225,383352.894284426
2043,297645.313337797
5637,335462.629062224
4387,247179.433796918
5000,297796.130903346
496,240632.193249185
3526,85731.6914662991
409,307001.851806803
1014,263402.842119329
4698,190321.284978507
3980,53395.8883880759
791,167234.506558453
3852,334273.294342892
1712,235146.566775562
4302,194663.989813678
4823,259947.997358307
808,124454.214263744
3653,257325.215061199
737,316670.562529522
927,346209.687813631
703,164436.424806266
118,126010.286235096
4327,62283.26556799
5090,195486.871064199
4384,156133.221980144
5021,296894.817942679
5128,341752.011870906
1656,46233.683178531
2733,243746.293777463
1266,106021.67459423
2208,199745.862408903
254,273896.716426052
1672,197057.378832187
2716,166951.572718524
5184,235748.967024622
4265,273758.132308459
1132,133424.214111879
717,123500.65073797
639,321621.414278588
4997,110235.176099255
1563,132476.909245387
1073,131968.416802946
4317,155435.965899784
2535,119995.242921973
3500,471805.110366066
5451,310281.234607647
3380,221780.369262577
5645,449658.430968487
3353,337687.407456328
2123,429744.104179004
3868,380115.129744053
5765,380377.354052628
1877,193792.14652359
3259,112964.030692924
5055,408287.825338382
2539,152848.246304443
1830,393308.408648794
1652,70846.4867923197
3083,166310.754530173
3675,356857.437501406
5816,162332.609959708
2956,226023.460374366
1329,140663.517527631
4935,260949.612709058
4377,234963.047810125
1562,242572.295603799
3053,319078.630392243
2825,198064.33761035
5885,310412.198975038
2536,150429.787663266
1797,110545.094910827
1915,265409.88017949
2684,78354.9801023889
5243,289008.990369886
801,72312.6563367836
3538,443649.248451749
2660,62005.1799067375
383,334307.250774504
3990,104017.328622776
2731,239104.151979239
1062,45527.9158620475
5800,297554.685373893
58,247337.099312593
3434,298434.24718914
3203,160036.309323436
2455,50159.8091180128
2749,206626.425087697
3412,180366.518326877
4852,212142.214633531
374,115641.676835665
708,245395.405429084
1131,163441.480617927
3870,139031.485128538
1924,217024.623996581
2950,213354.009953937
1849,187781.347004858
3776,384525.989286712
136,119254.788269525
586,223926.529014269
1686,188770.759551378
126,49556.5113373713
4978,154953.649395663
1236,275507.636533659
702,73151.7730814208
662,41658.3266044637
5031,68403.5819863436
1056,99605.381871351
3694,64367.1169191082
423,225570.570770253
5285,567877.812646804
1256,109334.218438244
3964,248571.270177422
5228,200250.859347104
864,122431.501441805
5737,266955.650248437
3245,410652.378564949
812,90789.7195842166
5397,222877.14302733
2248,118618.789373806
2354,111861.994724396
3079,375545.413080936
5049,314348.334208032
3085,233650.24818466
1649,167289.755032567
2678,361815.368862283
5441,559081.531336104
5443,207497.899098861
5410,240073.938492515
3498,461043.13182852
2791,207601.361437238
1658,102323.189596828
5536,100485.681512831
5833,305109.611827435
3579,173387.748172035
3257,456423.916527355
95,168124.076473934
616,190673.953346536
2011,109836.51856059
5225,156694.470789205
1305,109755.49820444
3552,461892.307709221
5711,402397.693925854
4914,269271.97205817
2275,120039.093818783
24,131460.830067988
1249,105209.340496645
2377,206518.361781522
5007,398568.030017219
2941,214176.092269193
277,146027.545607367
897,131712.383208496
3748,180366.518326877
1024,199679.526881788
5393,110966.486549832
5670,277536.605250771
1185,221656.300398096
613,150704.66633854
4982,263129.819036969
5823,502465.360075975
4090,459168.771763823
2706,210638.02068977
701,114906.468018725
1894,187817.717877512
3760,414254.201779127
2672,121855.392216846
1851,108016.260777185
2402,388943.687908158
3351,354999.069233847
1803,197130.901999318
5352,268141.445204267
2822,235065.125986803
3098,446908.193624342
4330,185461.973211674
1036,159591.859583749
1814,98941.0521672151
1198,104403.230472473
3206,121324.190241042
32,63646.5349668553
1376,205204.366571295
3218,441781.753993572
5795,170699.821022176
3942,264327.36995267
2399,147136.838641196
4433,291110.88565141
2577,110161.817021344
2821,466219.360480166
1402,261259.981709166
262,288019.138268942
2783,128196.91486905
4496,329302.055694657
3377,232341.95975895
721,93620.0494410853
4280,327474.357195969
5704,403971.168600863
1373,111456.912424053
4453,333123.279847866
1840,270912.588200448
1729,181321.910175278
2701,219480.205212994
3334,123355.336509043
857,129324.902596995
919,95077.7383807566
2518,439040.710355631
3162,222733.871291461
2598,120965.930243115
1879,139320.277280228
54,159311.593831513
596,184517.616586038
3074,216661.393659409
2206,111968.964566069
5273,257929.1012486
997,180308.729090188
427,183637.63761976
1692,386569.011134964
2303,227392.43717979
5387,407067.120552971
3718,495992.362585766
2481,50547.099097045
546,164692.035811981
5743,156000.886973347
4900,201022.453422694
4246,243380.534556375
2823,244685.481738199
1270,107251.951103948
659,42304.108095229
4431,510654.567822421
993,63346.3047094442
2360,125259.202258486
5296,281479.967238547
1800,110963.56565672
2104,187817.717877512
4423,578710.037508572
3452,169698.860720323
4964,206300.425913801
325,170793.928768332
778,167234.506558453
34,279970.582083554
1593,135878.219556849
5133,116353.404814602
148,174780.715402498
128,38857.6716723519
1751,206894.360109366
3752,127591.441568672
3512,498820.556725315
3075,211719.299525099
1576,313080.245946116
4251,229603.488911564
3965,85074.8184590743
5062,110235.176099255
5777,301609.729685833
3650,228795.208771961
5762,170592.306355499
5591,374043.447122776
4028,151402.789452212
933,171797.625793094
1078,199344.034510582
3063,243746.293777463
2435,104160.868400542
5766,295865.580262154
1884,164262.033900374
3144,218896.37608962
4730,191054.619039729
4505,258413.10382962
